Average wind speed (m/s);Average tip deflection out-of-plane (m);Average tip deflection in-plane (m);Input turbulence intensity (%);Input alpha
5.99344;2.1958;-0.214219;19.68;-0.16
11.4618;4.16959;-0.496304;30.76;0.3
7.91891;3.16873;-0.331868;19.89;0.11
21.4938;0.91676;-0.203608;9.21;0.39
21.1535;1.01313;-0.216024;29.07;0.16
9.22309;3.72239;-0.409987;29.88;0.27
9.52577;4.67487;-0.505257;6.56;-0.39
20.7845;1.16046;-0.225489;33.99;0.32
7.22965;3.13332;-0.328055;29.41;-0.39
24.3263;0.304529;-0.134294;35.56;0.41
23.2218;0.782773;-0.18038;21.1;-0.12
18.5326;1.51569;-0.284099;8.54;-0.42
5.84897;2.0488;-0.198389;16.18;0.48
14.3901;2.96968;-0.417145;20.44;-0.22
15.8832;2.36515;-0.364116;12.72;-0.29
15.7769;2.47559;-0.37219;17.59;-0.18
9.86049;4.04887;-0.468187;29.7;-0.43
14.5984;2.89757;-0.402181;35.47;0.05
24.3556;0.396127;-0.142167;24.75;-0.33
17.1627;2.11129;-0.323692;38.34;0.17
7.84423;3.51303;-0.37585;13.43;-0.5
13.3739;3.08049;-0.413142;42.21;-0.17
4.94959;1.82932;-0.170679;28.84;-0.43
9.13893;4.0404;-0.42756;9.94;0.01
20.5679;1.13483;-0.228186;34.32;-0.28
7.03744;2.71859;-0.278776;23.39;-0.07
14.1194;3.07358;-0.425118;13.76;-0.19
6.8499;2.53617;-0.257104;23.3;0.21
20.8843;1.12192;-0.226136;27.13;-0.2
13.9478;2.77516;-0.401979;32.53;-0.46
14.8857;2.66339;-0.394451;15.74;-0.3
23.18;0.765514;-0.173937;18.56;0.1
21.25;1.13892;-0.221952;15.26;-0.05
16.6308;2.18388;-0.343474;19.95;-0.21
21.3344;1.0157;-0.21961;27.37;0.41
14.779;2.83503;-0.395175;31.86;0
15.5384;2.57351;-0.372577;38.41;-0.06
14.5207;3.02039;-0.420871;7.69;0.09
3.66209;1.23961;-0.101667;25.08;-0.26
5.59452;1.94049;-0.185237;19.04;0.47
21.4954;0.874822;-0.200347;32.64;0.26
25.8387;0.202286;-0.106622;42.52;-0.25
8.13925;3.329;-0.349069;5.82;-0.03
11.2039;4.15982;-0.492417;24.99;0.01
5.84019;2.26666;-0.225338;22.77;-0.46
7.39939;2.99873;-0.311265;21.58;-0.23
17.9616;1.79538;-0.305999;21.18;0.41
10.2639;4.84301;-0.524542;8.36;0.01
17.8173;1.88709;-0.310925;11;0.24
12.4805;3.57273;-0.451798;39.53;0.33
4.82686;1.60853;-0.142763;16.58;0.12
14.5333;2.77969;-0.387925;41.19;0.19
18.8661;1.67632;-0.284555;6.08;-0.11
15.9201;2.15274;-0.346457;44.87;-0.44
21.0633;1.13629;-0.226243;12.5;-0.23
16.6526;2.13285;-0.341812;31.71;-0.27
14.5229;2.80653;-0.409442;17.09;0.49
11.8093;3.41479;-0.422344;40.5;0.15
17.7842;1.95517;-0.315987;15.7;0.02
13.6156;3.30629;-0.4481;7.91;-0.19
9.3063;4.47939;-0.490219;14.49;-0.41
21.3019;0.993287;-0.212135;38.38;0.23
8.65561;3.62945;-0.386708;25.79;0.21
10.4456;3.95139;-0.456619;30.64;0.31
13.703;3.14108;-0.422209;33.16;0.32
21.7994;1.02231;-0.206233;17.92;-0.09
12.0374;3.5885;-0.449743;36.3;-0.24
10.6395;4.0752;-0.481085;36.55;-0.19
8.56105;3.60675;-0.385939;29.04;0.37
13.846;3.21887;-0.435943;22.54;0.36
9.92949;3.8671;-0.44432;28.21;0.49
18.0824;1.54817;-0.286878;36.65;-0.47
15.9136;2.48738;-0.37143;9.88;0.17
13.6853;3.37717;-0.452004;5.26;0.01
22.3747;0.928271;-0.194503;16.26;0.1
3.39747;1.10486;-0.0869797;18.35;-0.1
10.8031;4.42022;-0.513738;26.35;-0.24
5.59514;1.97979;-0.18538;15.03;-0.09
14.7173;3.01511;-0.416665;17.45;0.02
15.9514;2.35869;-0.349495;40.18;0.22
6.89123;2.59683;-0.262561;11.44;-0.03
4.36863;1.43192;-0.12365;23.14;0.17
8.74393;3.69923;-0.392533;21.5;0.32
15.3724;2.40599;-0.374456;15.29;-0.4
3.22122;1.11741;-0.0897564;39.04;-0.35
17.8317;1.88682;-0.29958;35.68;-0.18
22.7997;0.689805;-0.172432;41.12;0.05
9.58127;4.65652;-0.503483;7.59;-0.34
13.1713;3.15778;-0.420055;33.2;0.41
7.22576;2.72217;-0.27941;14.06;0.28
8.96996;3.87094;-0.408952;5.88;0.06
22.8946;0.643383;-0.174089;29.4;-0.26
9.44783;4.30797;-0.463821;14.68;-0.13
18.9646;1.60537;-0.281722;15.65;0.24
19.9017;1.39906;-0.256221;27.28;0.06
4.66458;1.65234;-0.148412;23.12;-0.19
20.177;1.36158;-0.249231;12.06;0.14
18.7879;1.70802;-0.287614;10.91;0.05
16.5749;2.24317;-0.348419;10.64;0.27
12.9341;3.83078;-0.488849;12.15;0.21
14.4841;3.00429;-0.418616;18.07;-0.06
15.9694;2.50574;-0.370618;34.11;0.13
3.29372;1.05261;-0.0816924;6.56;0.06
6.58462;2.52819;-0.257806;40.89;0.07
16.5018;2.09833;-0.332996;44.1;-0.2
18.3916;1.62446;-0.286172;33.7;0.39
10.8715;4.01893;-0.480921;40.39;-0.07
19.1647;1.46125;-0.270479;44.77;0.16
8.24751;3.68972;-0.393571;28.51;-0.29
23.1666;0.815571;-0.176973;16.33;0.04
3.9147;1.30263;-0.106939;15.26;-0.15
13.3533;3.48352;-0.457992;24.46;0.15
10.8731;4.92564;-0.566051;17.07;-0.26
3.14866;1.03965;-0.0821078;34.17;-0.07
12.8692;3.53159;-0.450345;26.51;0.19
21.3138;0.81675;-0.207985;38.64;-0.41
23.0468;0.773358;-0.174831;9.69;-0.23
11.347;4.95771;-0.573785;9.06;0.48
10.9846;4.37678;-0.501969;24.89;0.04
15.0093;2.45822;-0.38088;39.38;-0.37
9.2818;3.89501;-0.425453;25.15;0.22
21.0426;1.0916;-0.220933;8.7;0.3
12.7338;3.34713;-0.44035;31.65;-0.37
5.01811;1.68942;-0.153715;18.92;0.29
10.7077;4.32702;-0.509287;26.53;-0.36
13.0636;3.29203;-0.426152;38.12;0.06
23.7933;0.711054;-0.158675;5.38;0.07
13.2405;3.05692;-0.424033;40.08;-0.48
15.4882;2.32131;-0.368245;12.92;-0.42
7.31616;3.01556;-0.315881;22.1;-0.35
24.8409;0.199995;-0.116447;18.05;0.47
11.4903;3.59679;-0.442075;41.33;0.41
10.991;3.91705;-0.459075;37.6;0.21
16.4001;2.19784;-0.346263;41.28;0.07
16.475;2.35633;-0.355488;27.65;-0.19
5.4636;1.86613;-0.17406;10.03;0.38
20.0179;1.1997;-0.245229;25.78;0.48
23.1824;0.750567;-0.174675;23.06;-0.06
6.10964;2.37467;-0.239079;39.12;-0.39
17.6218;1.89279;-0.315667;21.1;0.3
14.9892;2.43667;-0.378783;27.42;-0.46
16.3245;2.35736;-0.355698;35.01;-0.04
24.2945;0.438373;-0.141019;22.68;0.32
6.21225;2.20938;-0.215484;10.89;0.24
24.9148;0.415108;-0.131807;23.54;0.18
15.158;2.65634;-0.387339;36.44;-0.28
21.6533;0.894656;-0.201007;42.07;-0.3
19.6767;1.35216;-0.251791;32.92;0.44
19.3213;1.53493;-0.269385;13.34;0.15
18.1015;1.82806;-0.304488;13.94;0.22
22.7824;0.59711;-0.172306;37.3;0.3
19.6234;1.42804;-0.261518;38.14;-0.07
12.4508;3.61923;-0.461085;38.55;-0.06
4.09186;1.43091;-0.125671;27.3;-0.37
8.57153;3.60234;-0.382739;16.82;0.1
13.9762;3.13875;-0.435992;6.6;0.41
13.853;3.32511;-0.446924;13.85;0.04
8.42846;3.7858;-0.402081;10.84;-0.35
5.83621;2.07775;-0.200862;21.15;0.16
7.4951;2.91837;-0.305034;30.86;0.39
25.0866;0.316034;-0.123994;23.55;-0.37
18.7841;1.64034;-0.286057;24.32;0.17
20.9425;1.12751;-0.225997;8.17;-0.29
25.2434;0.335342;-0.108498;41.09;-0.22
12.2795;3.70963;-0.469991;30.99;0.46
18.62;1.73066;-0.291446;8.34;-0.12
10.325;4.09734;-0.470278;40.66;-0.01
3.93888;1.32644;-0.112464;28.02;-0.13
8.94695;4.18978;-0.447607;8.14;-0.36
15.6975;2.56575;-0.379401;9.81;0.22
4.90401;1.74462;-0.161876;39.28;-0.19
8.93583;3.82487;-0.419754;34.79;-0.17
18.8442;1.32213;-0.258232;41.19;0.46
9.00621;3.89716;-0.415794;18.81;0.23
6.36251;2.36299;-0.23793;42.86;0.11
15.485;2.58238;-0.381526;7.08;-0.17
3.61819;1.24891;-0.103427;36.78;-0.28
13.6256;3.40819;-0.455451;15.4;0.3
8.31811;3.00401;-0.331386;39.59;-0.04
23.1451;0.567576;-0.165748;42.77;-0.42
5.82631;2.0507;-0.199327;31.12;0.31
19.7541;1.36634;-0.257811;32.98;0.1
5.71027;2.02815;-0.192797;22.84;0.11
15.6539;2.50892;-0.375265;26.45;-0.01
8.16806;3.45375;-0.362686;17.17;-0.15
20.0234;1.3811;-0.254398;19.57;0.1
5.31585;2.05188;-0.201281;35.79;-0.44
3.30164;1.14665;-0.0946145;41.96;-0.33
12.1285;4.00472;-0.49315;32.83;0.22
11.5299;4.07712;-0.498793;23.65;-0.3
21.3906;0.818499;-0.206472;39.6;0.36
16.0961;2.27322;-0.35671;12.46;-0.31
8.43377;3.53917;-0.372615;22.08;0.14
8.41386;3.78741;-0.406676;23.45;-0.35
9.0765;3.6765;-0.403163;37.37;0.09
6.65452;2.62601;-0.267864;43.85;-0.08
9.29922;4.17704;-0.455081;31.11;-0.16
8.21669;3.25995;-0.344993;5.66;0.41
24.8001;0.339627;-0.135903;38.11;-0.23
24.0551;0.500343;-0.143619;26.84;0.12
12.0398;4.24882;-0.51386;22.2;0.02
3.60534;1.24861;-0.102791;13.5;-0.4
15.3251;2.45287;-0.377196;21.4;-0.35
25.3813;0.206847;-0.108949;37.45;-0.32
12.1385;4.3867;-0.5328;11.69;0.16
8.83995;3.50883;-0.388037;40.52;0.39
14.0387;3.28244;-0.440168;21.4;0.02
5.96011;2.22945;-0.221636;37.79;-0.16
5.79315;2.17418;-0.215497;42.06;-0.2
20.3853;1.26566;-0.239288;14.9;-0.18
15.3081;2.6793;-0.385378;27.33;0
16.9784;1.80502;-0.298163;42.13;0.33
17.7703;1.85661;-0.308026;41.17;0.19
16.0942;2.43156;-0.36467;31.16;0.08
23.3996;0.748086;-0.166389;5.21;0.14
4.13158;1.34298;-0.11285;9.24;0.12
23.5483;0.547933;-0.159683;26.45;0.27
12.9033;3.35638;-0.426486;31.06;0.35
14.5613;2.90412;-0.414237;17.04;0.41
24.1787;0.476457;-0.147446;7.18;-0.4
24.8321;0.303265;-0.11916;33.72;0.21
20.0186;1.10158;-0.243686;32.54;-0.43
14.1963;2.75576;-0.389891;38.04;0.43
14.4597;2.97964;-0.404959;30.16;0.25
21.17;1.16232;-0.222043;13.39;0
7.98113;3.18482;-0.340805;39.59;0.15
21.6847;0.926554;-0.20404;37.53;0.16
18.2801;1.73908;-0.298808;44.42;-0.1
12.7664;3.45117;-0.443445;35.95;-0.06
23.8721;0.683304;-0.155136;10.05;-0.05
15.9282;2.37283;-0.362731;28.45;-0.23
19.2369;1.43381;-0.273308;31.58;-0.22
11.824;4.36355;-0.522916;23.01;0.14
14.5693;2.82727;-0.409001;19.44;0.5
14.8883;2.67389;-0.384762;41.83;0.22
17.7201;1.76651;-0.304939;32.45;0.5
6.33961;2.31088;-0.231179;39.53;0.12
4.22445;1.44148;-0.125977;34.76;-0.16
12.9425;3.69205;-0.48156;9.43;0.49
22.4259;0.782626;-0.187596;15.73;-0.35
9.08921;3.77358;-0.410748;32.49;0.4
16.9792;2.16007;-0.333873;38.44;-0.07
4.56504;1.61564;-0.143864;26.35;-0.3
10.7801;4.29064;-0.492827;26.32;0.17
6.54838;2.4733;-0.248431;33.35;0.13
10.5028;4.9182;-0.536846;8.63;0.14
15.1158;2.80695;-0.400469;17.2;0.25
10.787;3.9726;-0.468422;33.88;-0.21
15.6006;2.61785;-0.383289;31.49;0.16
4.61658;1.57997;-0.14056;29.79;0.12
11.9165;3.58743;-0.445535;37.5;-0.16
21.9887;0.775995;-0.186987;26.94;0.4
24.7322;0.234847;-0.119472;10.48;0.49
23.0642;0.651957;-0.165975;43.24;-0.25
22.4104;0.740176;-0.188071;41.4;-0.32
7.40996;2.91565;-0.306383;40.23;0.33
15.2396;2.73303;-0.394227;19.31;-0.07
25.1459;0.2991;-0.127297;34.18;-0.28
6.00416;2.31104;-0.231142;39.03;-0.24
9.59715;4.41048;-0.477948;19.11;-0.06
23.3837;0.6292;-0.173953;37.8;-0.3
20.4704;1.20897;-0.23782;14.92;0.33
5.9317;2.17327;-0.212349;35.05;0.12
10.0364;3.56425;-0.426423;41.75;-0.4
6.73362;2.44471;-0.242627;5.86;0.23
5.54187;1.92347;-0.18007;21.57;0.21
8.91786;3.93896;-0.417847;15.55;-0.06
18.0639;1.78665;-0.304514;23.09;0.27
3.36441;1.08972;-0.0858211;13.41;-0.13
6.70092;2.58811;-0.2624;29.46;-0.13
3.17567;1.05604;-0.0836056;26.66;-0.21
9.54738;3.88972;-0.436036;39.96;0.25
24.5636;0.581341;-0.139079;7.77;0.01
4.3517;1.4227;-0.124417;25.25;0.36
24.9371;0.246612;-0.131149;43.23;-0.48
15.9757;2.34848;-0.35174;28.91;-0.16
24.5997;0.551843;-0.141673;14.85;-0.09
17.7651;1.86572;-0.308692;44.16;-0.04
24.4912;0.430299;-0.132426;7.71;0.34
9.62359;3.67483;-0.417613;41.31;0.32
5.00535;1.7083;-0.15588;28.65;0.31
14.7474;2.85356;-0.402769;29.32;0.45
19.0503;1.44705;-0.26819;10.82;0.41
22.1744;0.868327;-0.186877;40.98;0.2
19.2399;1.50893;-0.270465;14.24;-0.24
6.84866;2.52753;-0.254834;16.94;0.27
5.73611;2.18635;-0.214566;16.68;-0.39
6.46401;2.34866;-0.235322;26.88;0.44
20.3818;1.21256;-0.236828;13.98;0.32
6.12955;2.22919;-0.217221;13.19;-0.1
17.2545;1.73883;-0.314476;6.23;-0.49
23.0563;0.75138;-0.171416;36.41;-0.07
14.7803;2.75151;-0.400211;9.99;-0.26
22.6857;0.803384;-0.18313;29.62;-0.25
7.22821;3.05095;-0.323276;41.99;-0.28
24.2158;0.60642;-0.147711;14.75;-0.03
13.9745;3.25854;-0.441773;7;-0.01
22.2603;0.969849;-0.197933;14.4;-0.08
23.3446;0.66813;-0.167048;10.89;-0.31
3.24168;1.02417;-0.0796942;11.14;0.38
22.1578;0.91619;-0.197812;18.99;0.24
14.6792;2.59343;-0.377609;39;0.44
5.47934;2.054;-0.196421;5.99;-0.41
12.506;3.97385;-0.486096;19.97;0.3
11.0934;3.87315;-0.460922;33.39;0.19
9.51149;4.58311;-0.509187;17.39;-0.47
10.5724;5.10893;-0.562623;7.1;-0.15
3.90526;1.41809;-0.124702;41.35;-0.34
18.599;1.43523;-0.277538;33.48;-0.43
9.24119;4.12964;-0.437142;8.21;0
14.2884;2.81298;-0.400036;43.97;0.35
18.1699;1.58005;-0.293075;5.36;-0.44
20.2687;1.16052;-0.238987;28.62;-0.26
13.8534;3.30192;-0.438452;33.97;0.09
12.5996;3.38208;-0.432087;42.15;0.16
17.4137;1.78341;-0.313418;31.72;-0.35
21.3541;1.0835;-0.220739;26.09;0.05
25.0101;0.272336;-0.129263;39.04;0.38
23.3359;0.61026;-0.167162;29.13;0.16
16.4077;2.13566;-0.338873;42.4;0.37
10.8987;5.13296;-0.568369;5.55;0.23
17.4526;1.92722;-0.31741;21.62;-0.24
10.4102;4.73427;-0.518819;11.92;0.13
23.2912;0.706231;-0.170333;19.53;0.21
25.3556;0.209578;-0.120089;26.67;-0.4
19.9775;1.26429;-0.249076;26.44;0.37
19.2879;1.4351;-0.267526;37.71;-0.18
13.8749;3.23643;-0.440889;18.86;-0.16
22.7964;0.779014;-0.183213;28.69;-0.08
3.70578;1.29407;-0.106713;8.31;-0.44
8.19027;3.392;-0.355317;14.57;-0.02
21.0469;0.937682;-0.219562;15.66;-0.45
7.77231;3.0483;-0.316037;19.98;0.19
17.4263;2.07511;-0.321993;34.29;0.11
14.2886;2.9274;-0.411059;26.52;0.47
15.1504;2.50244;-0.382948;24.6;-0.32
17.903;1.81244;-0.306543;9.46;0.34
11.0855;4.61015;-0.551223;14.84;-0.4
20.0479;1.31583;-0.249056;22.35;0.28
15.0154;2.74951;-0.395877;21.58;-0.2
3.69047;1.18809;-0.0978176;33.26;0.31
24.0192;0.569757;-0.161487;38.86;0.18
20.0192;1.08595;-0.240901;40.02;-0.34
21.4442;1.08295;-0.218819;36.51;0.06
18.8044;1.68943;-0.287575;19.55;0.08
24.3925;0.385507;-0.140437;39.89;0.31
14.7648;2.69941;-0.380373;41.13;0.14
7.27413;3.10388;-0.32744;29.44;-0.46
21.7726;0.913207;-0.192264;37.65;-0.15
13.9019;3.20877;-0.438638;23.58;0.31
17.9996;1.90596;-0.309359;5.6;-0.02
8.11941;3.3679;-0.353698;21.67;-0.01
8.82085;3.71983;-0.396324;17.79;0.25
22.424;0.766767;-0.195219;33.57;-0.31
11.1977;4.30146;-0.502041;20.38;0.08
14.3498;2.9601;-0.418145;20.54;-0.28
13.5608;2.99674;-0.426115;37.44;-0.39
19.2904;1.55779;-0.271183;27.06;0.18
9.70557;4.91069;-0.538256;5.01;-0.48
8.85927;4.09295;-0.440015;14.9;-0.33
16.6426;2.01896;-0.337102;22.1;-0.45
12.9664;3.73427;-0.47204;25.6;0.14
23.3339;0.74;-0.175807;31.93;0.09
14.8774;2.79407;-0.392656;40.92;0
23.7089;0.721993;-0.16002;12.29;-0.07
19.4497;1.32752;-0.257105;12.38;0.44
19.4277;1.50172;-0.267548;16.87;0.16
8.86509;3.9636;-0.421316;10.3;-0.17
3.61245;1.21571;-0.0999238;25;-0.14
8.90391;4.08963;-0.439824;22.22;-0.22
9.3295;3.99311;-0.437138;31.81;0.27
19.6345;1.12453;-0.248513;34.63;-0.45
20.1656;1.29554;-0.247601;44.72;-0.17
4.25492;1.49433;-0.13244;37.02;-0.23
3.04561;1.04172;-0.0813246;10.92;-0.4
15.6915;2.22689;-0.3578;36.81;-0.44
10.3997;4.6116;-0.516546;18.21;-0.06
18.6481;1.72918;-0.290856;24.4;0.05
6.89765;2.62962;-0.269375;32.85;0.18
13.6941;3.28697;-0.443569;23.88;-0.15
4.19895;1.43355;-0.121681;10.94;-0.25
24.8994;0.32326;-0.132768;37.79;-0.3
18.247;1.75703;-0.297586;8.42;0.27
20.4253;1.24139;-0.242605;32.49;-0.07
23.6813;0.491112;-0.159705;40.75;-0.28
11.1019;4.79746;-0.545606;13.06;0.22
9.13501;3.92623;-0.417024;8.22;0.32
15.4567;2.67451;-0.388473;32.24;0.31
24.9141;0.41696;-0.133291;22.62;-0.24
11.7886;4.67423;-0.556358;8.65;0
4.58263;1.52068;-0.131702;6.4;0.04
20.8973;0.946882;-0.215827;20.16;0.47
9.81654;3.86058;-0.450731;41.39;-0.39
24.6599;0.17455;-0.124216;30.82;0.48
25.4977;0.307513;-0.110514;36.29;-0.26
10.4354;4.8657;-0.530139;8.46;0.21
4.62485;1.51849;-0.131443;7.12;0.21
7.35891;2.90717;-0.302571;32.34;-0.06
8.90202;3.87094;-0.409559;13.8;-0.02
19.8243;1.08188;-0.242348;25.91;-0.47
10.1915;4.63405;-0.53317;24.05;-0.46
18.4473;1.6579;-0.293687;43.29;-0.05
7.44326;3.03162;-0.314153;28.71;-0.03
20.1014;1.40118;-0.252158;21.96;-0.03
16.0064;2.41015;-0.367006;21.05;0.25
10.3282;4.21967;-0.482498;36.7;-0.13
12.7051;2.90576;-0.400194;43.1;-0.48
18.0927;1.72031;-0.298504;13.74;0.36
14.4145;2.99948;-0.421542;8.18;0.33
8.6849;3.6301;-0.387798;19.59;0.35
10.7593;5.06417;-0.55731;11.12;0.15
5.18172;1.76534;-0.163401;19.7;0.36
17.3835;2.00715;-0.323335;15.05;0.18
20.5725;1.29292;-0.24015;16.94;-0.04
10.6483;4.08892;-0.473835;34.81;0.4
19.0838;1.63998;-0.281961;23.56;0.1
5.56732;2.11002;-0.204714;5.88;-0.46
23.5393;0.643516;-0.170985;35.21;-0.36
5.80807;2.2471;-0.222381;25.68;-0.43
10.4023;4.78898;-0.525786;8.05;0.48
24.2576;0.514135;-0.143808;14.57;0.25
17.4593;1.99592;-0.321923;12.11;-0.17
14.3475;2.65386;-0.38915;33.33;-0.46
8.61492;3.69701;-0.390107;5.53;-0.08
23.4777;0.546383;-0.155152;8.01;0.4
24.3608;0.328805;-0.131107;8.91;0.47
21.8214;1.04908;-0.207331;10.27;0.08
19.0265;1.56848;-0.279054;37.42;-0.03
5.75061;2.09186;-0.198918;9.44;-0.21
20.4259;0.966508;-0.230135;32.93;-0.49
5.62759;2.19874;-0.217105;30.11;-0.48
16.7097;2.26992;-0.348298;19.88;0.18
13.7176;3.31634;-0.446747;18.5;0.38
5.34576;1.81038;-0.167396;8.97;0.34
21.4989;1.13648;-0.216698;5.37;0
12.43;3.20609;-0.414268;35.66;0.04
10.1851;4.4182;-0.497486;32.6;0.01
9.68591;4.69474;-0.514967;13.28;-0.38
5.22276;1.7801;-0.163907;18.54;0.23
9.79978;4.34139;-0.484565;29.11;-0.28
10.664;5.09348;-0.586578;5.92;-0.42
17.2927;1.95445;-0.322664;18.12;0.36
5.45055;1.95265;-0.186264;33.71;0.13
14.8873;2.62871;-0.389353;26.5;0.5
10.6545;4.27245;-0.501955;28.15;-0.35
23.8517;0.587359;-0.14952;22.4;-0.18
24.5113;0.524241;-0.137109;17.53;0.03
6.02195;2.17086;-0.217176;42.61;0.48
14.0302;2.89133;-0.414279;38.96;-0.37
23.6389;0.557683;-0.156929;35.06;-0.1
18.9658;1.44787;-0.270318;24.63;0.44
11.1529;4.90427;-0.558712;17.8;0.01
19.5784;1.25298;-0.255576;13.36;-0.43
19.5405;1.15817;-0.260042;42.52;-0.49
4.07918;1.44193;-0.126405;35.46;-0.36
13.6252;3.39316;-0.449465;22.77;-0.18
23.5284;0.46773;-0.15171;11.87;0.47
13.271;3.59702;-0.470877;16.07;0.31
23.9293;0.475751;-0.145108;7.71;0.4
15.2964;2.47411;-0.372397;35.15;0.44
3.78199;1.23341;-0.1011;17.93;0.07
13.9922;3.16901;-0.425944;34.1;0.06
7.079;2.62811;-0.269443;18.1;0.38
23.774;0.493044;-0.151571;43.02;0.25
8.04419;3.37148;-0.354064;22.29;-0.13
21.8169;1.04503;-0.206854;17.47;-0.03
23.8998;0.275784;-0.145253;41.61;-0.41
12.0489;3.85809;-0.480205;34.53;0.31
17.7113;1.82678;-0.310305;9.36;0.4
3.8571;1.30461;-0.106931;6.98;-0.27
8.46557;3.48352;-0.367034;14.99;0.24
16.04;2.38724;-0.364419;10.68;0.31
15.1161;2.71711;-0.391504;27.34;0.3
16.6837;2.26896;-0.346844;26.58;0.04
17.3096;1.90707;-0.321895;21.47;0.48
8.97338;3.99823;-0.422597;7.92;-0.12
18.7436;1.45331;-0.276541;35.09;-0.36
17.1318;1.94596;-0.323561;30.4;0.37
20.6236;0.996076;-0.219542;44.21;0.5
4.37898;1.50091;-0.135145;39.65;0.34
5.01802;1.67607;-0.152755;17.46;0.4
4.4179;1.49042;-0.131093;28.92;0.18
4.50431;1.5004;-0.132663;26.41;0.18
17.1896;1.81766;-0.304709;44.99;0.46
6.55993;2.39492;-0.241177;24.23;0.43
16.3933;2.25023;-0.348451;29.93;0.23
19.8839;1.36297;-0.254497;5.6;-0.28
13.2042;3.65579;-0.472089;19.04;-0.12
6.9975;2.68113;-0.273369;19.64;-0.1
7.25878;3.04648;-0.321747;16.26;-0.46
15.4307;2.53896;-0.367954;32.46;0.28
21.2509;0.829734;-0.210754;11.01;-0.5
10.3032;4.275;-0.484185;30.81;0.3
15.4826;2.61827;-0.384975;23.45;0.2
11.1349;4.54895;-0.547425;16.91;-0.42
19.2334;1.49606;-0.2705;34.09;-0.06
19.7613;1.29659;-0.257512;25.71;-0.29
23.7267;0.692318;-0.162944;23.9;0.02
3.63918;1.18263;-0.0959706;22.59;0
20.1174;1.24831;-0.244174;35.1;-0.16
22.794;0.677347;-0.183015;31.06;-0.37
17.1454;1.86536;-0.327866;38.35;-0.32
14.5074;2.90213;-0.411035;20.69;-0.26
13.7926;2.85315;-0.392287;39.44;0.27
21.7331;0.963745;-0.21172;16.37;-0.32
13.6973;2.83595;-0.414837;40.55;-0.47
23.5137;0.564734;-0.154198;15.27;0.36
21.1855;1.04407;-0.221304;21.52;-0.28
12.2193;4.30704;-0.524842;13.76;0.04
15.818;2.37122;-0.360707;33.61;0.2
11.1885;4.11733;-0.494737;25.8;0.48
25.6136;0.240726;-0.114678;40.98;-0.26
8.45473;3.81918;-0.407694;27.81;-0.25
20.9234;1.22555;-0.229258;10.6;0.05
11.002;4.49389;-0.52587;20.56;-0.31
19.6538;1.37638;-0.25712;28.54;0.36
6.67492;2.41979;-0.240434;8.01;0.26
5.2259;1.84073;-0.177655;40.3;0.5
25.1082;0.324289;-0.118442;24.87;0.37
12.3895;4.03998;-0.50558;12.69;-0.13
3.54502;1.1418;-0.0918042;32.03;-0.04
11.0351;4.09558;-0.502117;32.03;-0.47
6.08467;2.13237;-0.205586;6.38;0.4
8.03799;3.3048;-0.346216;11.57;-0.09
14.743;2.63545;-0.387346;40.68;0.47
9.46221;3.78812;-0.425876;37.88;0.36
3.23202;1.01474;-0.0780899;9.85;0.33
24.576;0.356022;-0.12795;36.71;0.4
14.5088;2.86174;-0.412409;6.68;0.46
9.81976;4.50159;-0.481999;11.08;0.11
15.8284;2.50488;-0.36905;29.72;-0.03
7.93316;3.13756;-0.330248;20.2;0.44
11.2954;4.02624;-0.484417;26.18;-0.08
4.62627;1.63877;-0.146247;21.86;-0.39
18.0378;1.89693;-0.30941;11.32;0.03
21.7604;0.788491;-0.194504;9.38;0.49
3.4399;1.15685;-0.0957629;40.01;-0.2
12.3032;3.18252;-0.41547;44.49;-0.19
20.1175;1.39901;-0.251417;25.97;0.07
24.9639;0.287087;-0.122162;44.3;-0.47
22.357;0.67866;-0.187301;21.3;-0.41
11.2417;3.92458;-0.47418;43.63;0.19
20.7997;0.942308;-0.219732;33.87;0.48
20.3267;1.13731;-0.237811;22.22;-0.34
7.81164;3.50071;-0.372641;23.48;-0.46
4.31656;1.41774;-0.124126;31.58;0.38
18.088;1.70368;-0.298313;11.75;-0.34
17.3559;1.6811;-0.30854;36.06;-0.47
10.5565;4.0401;-0.468705;28.98;-0.05
4.8644;1.79135;-0.166958;36.74;-0.35
5.73563;2.14244;-0.206931;19.81;-0.33
3.31799;1.14452;-0.0911869;20.13;-0.41
4.18577;1.35053;-0.113882;6.14;0.2
10.0578;4.51134;-0.510868;21.46;-0.36
8.7391;4.03982;-0.431888;15.61;-0.35
9.35073;4.17823;-0.446335;20.5;0.07
11.3344;5.02793;-0.575309;5.89;-0.02
23.0947;0.65642;-0.170279;30.71;-0.23
4.91593;1.71641;-0.156067;13.34;-0.22
4.66384;1.65422;-0.147132;18.36;-0.26
12.2672;3.80355;-0.488192;19.64;-0.33
3.51727;1.27497;-0.108363;41.77;-0.43
14.1219;3.21145;-0.437039;10.5;0.09
3.32745;1.05773;-0.0841579;37.2;0.24
10.7382;3.86897;-0.450897;32.17;0.27
11.6191;3.55013;-0.437156;44.61;0.14
18.2121;1.63567;-0.291996;35.9;0.49
6.18544;2.25657;-0.220253;21.66;0
12.3195;4.26503;-0.525396;9.82;0.13
24.0795;0.648891;-0.150467;6.96;-0.14
3.25064;1.04396;-0.0817166;20.48;0.15
